1.600000,0.000000,-0.700000,-0.233840,0.856682,0.459799,0
1.600000,0.000000,-0.700000,-0.240496,0.865047,0.440290,1
1.600000,0.000000,-0.700000,-0.247810,0.872214,0.421703,2
1.600000,0.000000,-0.700000,-0.255774,0.878220,0.404116,3
1.600000,0.000000,-0.700000,-0.264376,0.883116,0.387572,4
1.600000,0.000000,-0.700000,-0.273598,0.886959,0.372085,5
1.600000,0.000000,-0.700000,-0.283418,0.889811,0.357646,6
1.600000,0.000000,-0.700000,-0.293809,0.891733,0.344222,7
1.600000,0.000000,-0.700000,-0.304736,0.892786,0.331767,8
1.600000,0.000000,-0.700000,-0.316159,0.893028,0.320225,9
1.600000,0.000000,-0.700000,-0.328027,0.892517,0.309533,10
1.600000,0.000000,-0.700000,-0.340284,0.891308,0.299628,11
1.600000,0.000000,-0.700000,-0.352861,0.889454,0.290448,12
1.600000,0.000000,-0.700000,-0.365682,0.887012,0.281934,13
1.600000,0.000000,-0.700000,-0.378663,0.884037,0.274032,14
1.600000,0.000000,-0.700000,-0.391710,0.880589,0.266694,15
1.600000,0.000000,-0.700000,-0.404729,0.876731,0.259878,16
1.600000,0.000000,-0.700000,-0.417619,0.872530,0.253547,17
1.600000,0.000000,-0.700000,-0.430285,0.868051,0.247672,18
1.600000,0.000000,-0.700000,-0.442635,0.863366,0.242224,19
1.600000,0.000000,-0.700000,-0.454587,0.858543,0.237180,20
1.600000,0.000000,-0.700000,-0.466067,0.853649,0.232519,21
1.600000,0.000000,-0.700000,-0.477019,0.848745,0.228221,22
1.600000,0.000000,-0.700000,-0.487399,0.843887,0.224267,23
1.600000,0.000000,-0.700000,-0.497177,0.839126,0.220639,24
1.600000,0.000000,-0.700000,-0.506339,0.834502,0.217319,25
1.600000,0.000000,-0.700000,-0.514881,0.830047,0.214287,26
-1.300000,0.200000,0.400000,0.911998,0.381972,-0.149523,0
1.800000,-0.300000,-0.800000,-0.297598,0.854637,0.425476,0
1.800000,-0.300000,-0.800000,-0.304620,0.862840,0.403379,1
1.800000,-0.300000,-0.800000,-0.312232,0.869321,0.383134,2
1.800000,-0.300000,-0.800000,-0.320381,0.874246,0.364761,3
1.800000,-0.300000,-0.800000,-0.329007,0.877784,0.348209,4
1.800000,-0.300000,-0.800000,-0.338047,0.880106,0.333373,5
1.800000,-0.300000,-0.800000,-0.347436,0.881369,0.320121,6
1.800000,-0.300000,-0.800000,-0.357105,0.881716,0.308305,7
1.800000,-0.300000,-0.800000,-0.366980,0.881280,0.297776,8
1.800000,-0.300000,-0.800000,-0.376988,0.880177,0.288389,9
1.800000,-0.300000,-0.800000,-0.387052,0.878512,0.280012,10
1.800000,-0.300000,-0.800000,-0.397099,0.876381,0.272523,11
1.800000,-0.300000,-0.800000,-0.407053,0.873870,0.265815,12
1.800000,-0.300000,-0.800000,-0.416847,0.871059,0.259797,13
1.800000,-0.300000,-0.800000,-0.426415,0.868020,0.254386,14
1.800000,-0.300000,-0.800000,-0.435700,0.864817,0.249513,15
1.800000,-0.300000,-0.800000,-0.444654,0.861510,0.245119,16
1.800000,-0.300000,-0.800000,-0.453238,0.858150,0.241150,17
-0.500000,0.300000,-1.000000,0.785941,0.434535,0.439859,0
-0.500000,0.300000,-1.000000,0.792711,0.439096,0.422852,1
-0.500000,0.300000,-1.000000,0.798363,0.442939,0.407948,2
-0.500000,0.300000,-1.000000,0.803066,0.446178,0.394981,3
-0.500000,0.300000,-1.000000,0.806971,0.448911,0.383765,4
-0.500000,0.300000,-1.000000,0.810211,0.451224,0.374105,5
-0.600000,1.500000,-0.900000,0.897455,-0.111620,0.426751,0
-0.600000,1.500000,-0.900000,0.906176,-0.111468,0.407946,1
-0.600000,1.500000,-0.900000,0.913428,-0.111614,0.391397,2
-0.600000,1.500000,-0.900000,0.919427,-0.112027,0.376967,3
-0.600000,1.500000,-0.900000,0.924372,-0.112676,0.364473,4
-0.600000,1.500000,-0.900000,0.928439,-0.113534,0.353710,5
1.100000,0.100000,0.200000,0.127946,0.974889,-0.182266,0
-0.200000,0.200000,0.700000,0.748300,0.550600,-0.369982,0
-0.200000,0.200000,0.700000,0.752804,0.554723,-0.354356,1
-0.200000,0.200000,0.700000,0.756626,0.558246,-0.340410,2
-0.200000,0.200000,0.700000,0.759863,0.561249,-0.328036,3
-0.200000,0.200000,0.700000,0.762605,0.563806,-0.317107,4
-0.200000,0.200000,0.700000,0.764928,0.565982,-0.307490,5
1.400000,2.000000,-0.500000,-0.165175,-0.823556,0.542654,0
1.400000,2.000000,-0.500000,-0.147679,-0.831063,0.536213,1
1.400000,2.000000,-0.500000,-0.128418,-0.838946,0.528847,2
1.400000,2.000000,-0.500000,-0.107227,-0.847159,0.520407,3
1.400000,2.000000,-0.500000,-0.083978,-0.855624,0.510740,4
1.400000,2.000000,-0.500000,-0.058609,-0.864214,0.499700,5
1.400000,2.000000,-0.500000,-0.031170,-0.872749,0.487172,6
1.400000,2.000000,-0.500000,-0.001855,-0.881004,0.473106,7
1.400000,2.000000,-0.500000,0.028964,-0.888716,0.457542,8
