-1.700000,-1.000000,0.500000,0.785720,0.604040,-0.133341
-2.000000,-0.200000,-0.100000,0.910253,0.413456,0.022217
1.500000,-1.500000,-0.300000,-0.084086,0.991913,0.095065
-1.500000,1.400000,-0.900000,0.961576,-0.028996,0.273002
-2.000000,-1.400000,-0.400000,0.769859,0.632165,0.087667
0.200000,0.100000,0.200000,0.664545,0.735736,-0.130662
0.600000,0.700000,-0.400000,0.705334,0.621369,0.341180
-0.500000,-1.600000,-0.500000,0.519301,0.843638,0.136384
0.800000,-0.100000,0.100000,0.316995,0.945225,-0.077868
0.200000,0.600000,0.800000,0.762324,0.505007,-0.404760
-0.700000,-0.400000,-1.000000,0.724921,0.613038,0.314124
0.000000,1.300000,0.300000,0.975478,-0.032230,-0.217724
-0.300000,-1.800000,-0.800000,0.444567,0.869896,0.213637
0.300000,0.400000,0.300000,0.722158,0.659213,-0.209585
0.600000,-1.100000,0.600000,0.266028,0.937212,-0.225527
-1.100000,0.600000,0.700000,0.929455,0.272415,-0.248803
1.200000,1.400000,0.300000,0.157206,-0.376136,-0.913131
-2.000000,0.800000,0.800000,0.962910,0.149796,-0.224423
-0.500000,0.800000,0.300000,0.952303,0.257386,-0.163928
-1.900000,-0.300000,-0.900000,0.869439,0.434773,0.234623
-1.900000,-2.000000,-0.100000,0.694388,0.719392,0.017326
2.000000,-1.400000,-0.600000,-0.234833,0.956391,0.173697
-1.400000,0.700000,-0.500000,0.963378,0.209394,0.167502
-1.500000,-1.600000,-1.000000,0.674101,0.701040,0.232659
-0.400000,-1.500000,0.900000,0.500545,0.826700,-0.256948
-1.900000,0.200000,0.800000,0.921208,0.319194,-0.222466
-1.900000,-0.200000,-0.600000,0.894065,0.418718,0.159133
0.100000,1.100000,-0.300000,0.963392,0.143285,0.226594
-0.100000,1.800000,0.800000,0.827195,-0.493065,-0.269511
-0.500000,0.000000,-0.400000,0.798977,0.577947,0.166171
-0.400000,1.000000,-0.400000,0.964060,0.158926,0.212910
-1.000000,-1.300000,-0.400000,0.657059,0.746229,0.106846
-0.300000,0.800000,1.000000,0.865026,0.287767,-0.410999
0.300000,-0.300000,1.000000,0.493627,0.775266,-0.394075
0.400000,0.800000,-0.500000,0.806137,0.471477,0.357565
-1.300000,0.100000,0.500000,0.894744,0.411512,-0.173467
-0.800000,0.600000,0.100000,0.948917,0.311325,-0.051304
-0.200000,-1.400000,0.200000,0.479973,0.874551,-0.069187
1.300000,1.700000,-0.600000,-0.056657,-0.598368,0.799216
-0.800000,0.400000,-0.700000,0.887581,0.379628,0.260927
-1.900000,0.600000,-0.800000,0.951829,0.206364,0.226795
1.400000,-2.000000,-0.400000,-0.036316,0.993228,0.110356
1.700000,1.200000,0.700000,-0.795797,0.485723,-0.361635
1.900000,1.000000,0.400000,-0.828854,0.512914,-0.223429
-1.200000,1.400000,0.300000,0.991382,-0.050537,-0.120866
