5.755919,226,194,
13.418923,215,140,
69.530487,177,0,
11.966241,179,163,
68.171867,141,111,
4.764606,210,183,
10.536088,159,137,
5.851663,251,224,
9.939647,253,214,
8.329258,261,217,
9.310043,318,298,
11.484306,279,241,
4.245194,259,237,
16.176035,241,145,
11.663444,278,229,
7.764376,256,207,
61.753036,151,127,
7.077897,278,249,
6.504965,249,221,
53.713448,174,75,
3.289798,204,196,
1.810241,165,160,
4.538377,183,160,
5.006251,230,204,
7.102853,147,136,
9.326938,258,193,
11.123196,278,237,
5.890957,279,236,
7.638923,247,205,
10.409739,240,185,
9.432693,226,174,
13.783448,277,225,
5.506838,283,266,
4.782498,235,202,
8.553476,270,248,
11.007287,275,227,
6.472539,286,266,
8.567174,254,202,
25.691082,242,127,
8.185708,295,280,
14.509001,247,187,
7.189983,223,199,
24.303782,261,164,
32.581696,208,80,
39.835636,196,150,
5.255236,171,155,
35.868279,213,126,
50.310413,194,55,
7.251551,217,180,
3.606846,302,283,
70.203026,159,97,
50.095001,178,119,
25.003309,264,137,
39.562283,220,161,
8.431842,185,155,
10.949256,215,148,
4.443163,266,264,
29.983400,232,135,
13.010684,245,150,
9.719965,239,154,
3.678126,256,239,
3.669811,239,223,
5.822549,233,203,
5.370092,291,287,
10.741144,262,168,
1.117326,147,143,
62.512638,160,117,
4.669841,258,227,
12.796290,287,211,
76.682716,164,32,
4.829253,211,181,
10.756618,290,249,
6.696531,205,179,
14.958105,281,197,
39.927940,197,148,
27.901648,272,165,
70.046120,145,114,
75.035866,207,0,
27.170538,264,187,
5.622879,237,202,
6.594187,269,243,
3.276082,249,224,
19.057896,281,197,
42.541805,209,136,
64.531425,152,136,
31.492289,248,177,
9.353829,313,296,
7.193884,232,198,
