-1.500000,-0.800000,0.700000,0.782541,0.588146,-0.204239,0
-1.800000,2.000000,0.400000,0.964022,-0.230636,-0.132172,0
-1.800000,2.000000,0.400000,0.967963,-0.217347,-0.125729,1
-1.800000,2.000000,0.400000,0.971198,-0.205215,-0.121084,2
-1.800000,2.000000,0.400000,0.973867,-0.194184,-0.117798,3
-1.800000,2.000000,0.400000,0.976078,-0.184186,-0.115529,4
1.300000,0.200000,0.300000,-0.041647,0.957535,-0.285294,0
1.300000,0.200000,0.300000,-0.045472,0.960206,-0.275567,1
1.300000,0.200000,0.300000,-0.049441,0.962585,-0.266431,2
-1.800000,-0.300000,0.300000,0.885587,0.455187,-0.092415,0
0.600000,0.200000,-0.900000,0.426503,0.698005,0.575225,0
0.600000,0.200000,-0.900000,0.435699,0.706013,0.558312,1
0.600000,0.200000,-0.900000,0.444320,0.713206,0.542141,2
0.600000,0.200000,-0.900000,0.452376,0.719621,0.526784,3
0.600000,0.200000,-0.900000,0.459885,0.725302,0.512292,4
0.600000,0.200000,-0.900000,0.466870,0.730297,0.498697,5
0.600000,0.200000,-0.900000,0.473359,0.734660,0.486011,6
0.600000,0.200000,-0.900000,0.479382,0.738443,0.474231,7
0.600000,0.200000,-0.900000,0.484968,0.741701,0.463342,8
0.600000,0.200000,-0.900000,0.490151,0.744485,0.453315,9
0.600000,0.200000,-0.900000,0.494961,0.746845,0.444114,10
-0.600000,0.500000,-0.000000,0.923533,0.383406,-0.009291,0
1.900000,0.900000,0.900000,-0.546717,0.312442,-0.776840,0
1.900000,0.900000,0.900000,-0.560116,0.334223,-0.758001,1
1.900000,0.900000,0.900000,-0.574058,0.356195,-0.737281,2
1.900000,0.900000,0.900000,-0.588358,0.377980,-0.714819,3
1.900000,0.900000,0.900000,-0.602796,0.399181,-0.690863,4
1.900000,0.900000,0.900000,-0.617139,0.419413,-0.665757,5
1.900000,0.900000,0.900000,-0.631156,0.438344,-0.639919,6
1.900000,0.900000,0.900000,-0.644640,0.455720,-0.613806,7
1.900000,0.900000,0.900000,-0.657415,0.471378,-0.587884,8
1.900000,0.900000,0.900000,-0.669348,0.485246,-0.562592,9
1.900000,0.900000,0.900000,-0.680350,0.497335,-0.538314,10
1.900000,0.900000,0.900000,-0.690379,0.507718,-0.515363,11
1.900000,0.900000,0.900000,-0.699432,0.516519,-0.493966,12
1.900000,0.900000,0.900000,-0.707541,0.523887,-0.474266,13
1.900000,0.900000,0.900000,-0.714761,0.529987,-0.456323,14
1.900000,0.900000,0.900000,-0.721163,0.534984,-0.440131,15
1.900000,0.900000,0.900000,-0.726825,0.539037,-0.425633,16
1.900000,0.900000,0.900000,-0.731827,0.542293,-0.412732,17
1.900000,0.900000,0.900000,-0.736243,0.544880,-0.401312,18
1.900000,0.900000,0.900000,-0.740145,0.546913,-0.391243,19
-1.300000,-1.500000,0.900000,0.658557,0.714262,-0.236924,0
-1.200000,-1.500000,-0.800000,0.648804,0.732366,0.206623,0
-1.800000,-1.800000,0.600000,0.698166,0.701823,-0.141451,0
0.600000,-0.900000,0.400000,0.283617,0.941567,-0.181695,0
-0.500000,1.800000,-0.400000,0.937063,-0.283513,0.203796,0
-0.500000,1.800000,-0.400000,0.937413,-0.290125,0.192574,1
-0.500000,1.800000,-0.400000,0.937224,-0.296946,0.182851,2
-0.500000,1.800000,-0.400000,0.936580,-0.303956,0.174438,3
-0.500000,1.800000,-0.400000,0.935549,-0.311135,0.167159,4
1.200000,0.600000,0.400000,0.067581,0.845932,-0.528991,0
1.200000,0.600000,0.400000,0.067235,0.852507,-0.518374,1
1.200000,0.600000,0.400000,0.066817,0.858792,-0.507948,2
1.200000,0.600000,0.400000,0.066332,0.864792,-0.497729,3
1.200000,0.600000,0.400000,0.065785,0.870512,-0.487730,4
1.200000,0.600000,0.400000,0.065182,0.875958,-0.477963,5
1.200000,0.600000,0.400000,0.064528,0.881136,-0.468439,6
1.200000,0.600000,0.400000,0.063828,0.886054,-0.459166,7
1.200000,0.600000,0.400000,0.063087,0.890721,-0.450152,8
-1.000000,0.300000,0.200000,0.914972,0.393631,-0.088776,0
-0.200000,1.600000,0.800000,0.854688,-0.194358,-0.481386,0
-0.200000,1.600000,0.800000,0.864732,-0.199223,-0.461031,1
-0.200000,1.600000,0.800000,0.873418,-0.204569,-0.441919,2
-0.200000,1.600000,0.800000,0.880821,-0.210373,-0.424143,3
-0.200000,1.600000,0.800000,0.887031,-0.216611,-0.407744,4
-0.200000,1.600000,0.800000,0.892146,-0.223259,-0.392723,5
-0.200000,1.600000,0.800000,0.896266,-0.230292,-0.379043,6
-0.200000,1.600000,0.800000,0.899488,-0.237686,-0.366642,7
-0.200000,1.600000,0.800000,0.901905,-0.245419,-0.355439,8
-0.200000,1.600000,0.800000,0.903600,-0.253466,-0.345342,9
-0.200000,1.600000,0.800000,0.904651,-0.261804,-0.336253,10
-0.200000,1.600000,0.800000,0.905123,-0.270408,-0.328074,11
-0.200000,1.600000,0.800000,0.905077,-0.279252,-0.320709,12
-0.200000,1.600000,0.800000,0.904566,-0.288308,-0.314068,13
-0.200000,1.600000,0.800000,0.903638,-0.297545,-0.308069,14
-0.200000,1.600000,0.800000,0.902334,-0.306930,-0.302633,15
-0.200000,1.600000,0.800000,0.900696,-0.316428,-0.297692,16
-0.200000,1.600000,0.800000,0.898758,-0.326001,-0.293185,17
-0.200000,1.600000,0.800000,0.896556,-0.335608,-0.289058,18
-0.200000,1.600000,0.800000,0.894122,-0.345210,-0.285264,19
-0.200000,1.600000,0.800000,0.891490,-0.354761,-0.281761,20
-0.200000,1.600000,0.800000,0.888691,-0.364221,-0.278516,21
-0.200000,1.600000,0.800000,0.885756,-0.373547,-0.275499,22
-0.200000,1.600000,0.800000,0.882715,-0.382697,-0.272685,23
-1.400000,-1.200000,0.400000,0.727199,0.676771,-0.114732,0
-1.300000,-0.500000,0.900000,0.788201,0.546196,-0.283565,0
-1.300000,-0.500000,0.900000,0.790465,0.548351,-0.272903,1
1.000000,-0.700000,0.900000,0.115856,0.900158,-0.419872,0
1.000000,-0.700000,0.900000,0.119861,0.907221,-0.403217,1
1.000000,-0.700000,0.900000,0.123575,0.913085,-0.388594,2
1.000000,-0.700000,0.900000,0.127033,0.917933,-0.375848,3
1.000000,-0.700000,0.900000,0.130270,0.921927,-0.364801,4
1.000000,-0.700000,0.900000,0.133317,0.925208,-0.355269,5
-0.900000,0.800000,-0.800000,0.920897,0.200762,0.334131,0
-0.900000,0.800000,-0.800000,0.925149,0.204100,0.320067,1
-0.900000,0.800000,-0.800000,0.928527,0.207089,0.308141,2
-0.900000,0.800000,-0.800000,0.931203,0.209788,0.298078,3
0.800000,0.500000,-0.800000,0.382139,0.648417,0.658427,0
0.800000,0.500000,-0.800000,0.391628,0.657395,0.643785,1
0.800000,0.500000,-0.800000,0.400781,0.665800,0.629353,2
0.800000,0.500000,-0.800000,0.409583,0.673635,0.615189,3
0.800000,0.500000,-0.800000,0.418026,0.680908,0.601348,4
0.800000,0.500000,-0.800000,0.426103,0.687633,0.587875,5
0.800000,0.500000,-0.800000,0.433813,0.693828,0.574813,6
0.800000,0.500000,-0.800000,0.441157,0.699513,0.562194,7
0.800000,0.500000,-0.800000,0.448141,0.704711,0.550048,8
0.800000,0.500000,-0.800000,0.454771,0.709446,0.538396,9
0.800000,0.500000,-0.800000,0.461056,0.713743,0.527256,10
0.800000,0.500000,-0.800000,0.467006,0.717629,0.516638,11
0.800000,0.500000,-0.800000,0.472633,0.721130,0.506548,12
0.800000,0.500000,-0.800000,0.477949,0.724271,0.496986,13
0.800000,0.500000,-0.800000,0.482969,0.727080,0.487950,14
